# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Apr 24 12:47:55 2023
#
# User preference: *
#
# CONSTRAINT:  where (pl_bmassprov like '%mass%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-11 d,Kepler-11,0,1,6,Transit,2010,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,22.68700000,,,0,,,,,2.970,0.220,-0.180,0,0.265,0.020,-0.016,0,6.70000,3.00000,-2.50000,0,0.02100,0.00900,-0.00800,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,1.05,,,0,0.92,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,2014-05-28,2014-05,2014-05-28
Kepler-11 d,Kepler-11,0,1,6,Transit,2010,Kepler,Published Confirmed,0,<a refstr=BORSATO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...571A..38B/abstract target=ref>Borsato et al. 2014</a>,22.68440000,0.00110000,-0.00110000,0,,,,,,,,,,,,,7.24000,1.63000,-1.63000,0,0.02280,0.00510,-0.00510,0,Mass,0.003000,0.007000,-0.003000,0,,,,,,,,,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5820.00,25.00,-25.00,0,1.13,,,0,1.05,,,0,0.070,0.100,-0.100,0,[M/H],4.35,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,2014-08-21,2014-08,2014-08-21
Kepler-11 e,Kepler-11,0,1,6,Transit,2010,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,31.99500000,,,0,,,,,3.980,0.290,-0.250,0,0.355,0.026,-0.022,0,7.00000,6.10000,-5.30000,0,0.02200,0.01900,-0.01700,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,1.05,,,0,0.92,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,2014-05-28,2014-05,2014-05-28
Kepler-11 e,Kepler-11,0,1,6,Transit,2010,Kepler,Published Confirmed,0,<a refstr=BORSATO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...571A..38B/abstract target=ref>Borsato et al. 2014</a>,32.00413000,0.00212000,-0.00240000,0,,,,,,,,,,,,,7.37000,1.99000,-1.95000,0,0.02320,0.00630,-0.00610,0,Mass,0.013000,0.004000,-0.006000,0,,,,,,,,,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5820.00,25.00,-25.00,0,1.13,,,0,1.05,,,0,0.070,0.100,-0.100,0,[M/H],4.35,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,2014-08-21,2014-08,2014-08-21
Kepler-11 e,Kepler-11,0,1,6,Transit,2010,Kepler,Published Confirmed,0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,31.99500000,,,0,,,,,4.000,0.200,-0.300,0,0.357,0.018,-0.027,0,6.70000,1.20000,-1.00000,0,0.02108,0.00378,-0.00315,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,,,,,,,,,,0.90,0.10,-0.10,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,2018-06-26,2017-07,2018-06-21
Kepler-11 e,Kepler-11,0,1,6,Transit,2010,Kepler,Published Confirmed,0,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,31.99590000,0.00028000,-0.00028000,0,0.194000,0.007000,-0.007000,0,4.520,0.430,-0.430,0,0.404,0.038,-0.038,0,8.40000,2.50000,-1.90000,0,0.02600,0.00800,-0.00600,0,Mass,0.000000,,,0,,,,,,,,,1,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,,5680.00,100.00,-100.00,0,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0,0.000,0.100,-0.100,0,[Fe/H],4.30,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,2014-05-16,2011-02,2014-05-16
Kepler-11 e,Kepler-11,1,1,6,Transit,2010,Kepler,Published Confirmed,0,<a refstr=LISSAUER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..131L/abstract target=ref> Lissauer et al. 2013 </a>,31.99960000,0.00080000,-0.00120000,0,0.195000,0.002000,-0.002000,0,4.190,0.070,-0.090,0,0.374,0.006,-0.008,0,8.00000,1.50000,-2.10000,0,0.02500,0.00500,-0.00700,0,Mass,0.012000,0.006000,-0.006000,0,,,,,,,,,1,<a refstr=LISSAUER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..131L/abstract target=ref> Lissauer et al. 2013 </a>,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,,,,,,4.37,0.01,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,2014-05-14,2013-06,2014-05-14
Kepler-11 f,Kepler-11,0,1,6,Transit,2010,Kepler,Published Confirmed,0,<a refstr=BORSATO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...571A..38B/abstract target=ref>Borsato et al. 2014</a>,46.68707000,0.00410000,-0.00593000,0,,,,,,,,,,,,,1.98000,1.25000,-1.10000,0,0.00620,0.00390,-0.00350,0,Mass,0.005000,0.010000,-0.004000,0,,,,,,,,,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5820.00,25.00,-25.00,0,1.13,,,0,1.05,,,0,0.070,0.100,-0.100,0,[M/H],4.35,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,2014-08-21,2014-08,2014-08-21
Kepler-11 f,Kepler-11,0,1,6,Transit,2010,Kepler,Published Confirmed,0,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,46.68600000,,,0,,,,,2.600,0.200,-0.200,0,0.232,0.018,-0.018,0,1.70000,0.50000,-0.40000,0,0.00535,0.00157,-0.00126,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN__AMP__LITHWICK_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....5H/abstract target=ref>Hadden &amp; Lithwick 2017</a>,,,,,,,,,,0.90,0.10,-0.10,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,2018-06-26,2017-07,2018-06-21
Kepler-11 f,Kepler-11,1,1,6,Transit,2010,Kepler,Published Confirmed,0,<a refstr=LISSAUER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..131L/abstract target=ref> Lissauer et al. 2013 </a>,46.68880000,0.00270000,-0.00320000,0,0.250000,0.002000,-0.002000,0,2.490,0.040,-0.070,0,0.222,0.004,-0.006,0,2.00000,0.80000,-0.90000,0,0.00600,0.00300,-0.00300,0,Mass,0.013000,0.011000,-0.009000,0,,,,,,,,,1,<a refstr=LISSAUER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..131L/abstract target=ref> Lissauer et al. 2013 </a>,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,,,,,,4.37,0.01,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,2014-05-14,2013-06,2014-05-14
Kepler-11 f,Kepler-11,0,1,6,Transit,2010,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,46.68600000,,,0,,,,,2.370,0.170,-0.150,0,0.211,0.015,-0.013,0,2.50000,2.80000,-2.30000,0,0.00800,0.00900,-0.00700,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,1.05,,,0,0.92,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,2014-05-28,2014-05,2014-05-28
Kepler-11 f,Kepler-11,0,1,6,Transit,2010,Kepler,Published Confirmed,0,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,46.68876000,0.00074000,-0.00074000,0,0.250000,0.009000,-0.009000,0,2.610,0.250,-0.250,0,0.233,0.022,-0.022,0,2.30000,2.20000,-1.20000,0,0.00700,0.00700,-0.00400,0,Mass,0.000000,,,0,,,,,,,,,1,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,,5680.00,100.00,-100.00,0,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0,0.000,0.100,-0.100,0,[Fe/H],4.30,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,2014-05-16,2011-02,2014-05-16
Kepler-11 g,Kepler-11,0,1,6,Transit,2010,Kepler,Published Confirmed,0,<a refstr=BORSATO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...571A..38B/abstract target=ref>Borsato et al. 2014</a>,118.38030000,0.00438000,-0.00396000,0,,,,,,,,,,,,,25.13000,49.37000,-19.61000,0,0.07910,0.15530,-0.06170,0,Mass,0.052000,0.052000,-0.032000,0,,,,,,,,,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5820.00,25.00,-25.00,0,1.13,,,0,1.05,,,0,0.070,0.100,-0.100,0,[M/H],4.35,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,2014-08-21,2014-08,2014-08-21
Kepler-11 g,Kepler-11,0,1,6,Transit,2010,Kepler,Published Confirmed,0,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,118.37774000,0.00112000,-0.00112000,0,0.462000,0.016000,-0.016000,0,3.660,0.350,-0.350,0,0.327,0.031,-0.031,0,300.00000,,,0,0.94400,,,0,Mass,0.000000,,,0,,,,,,,,,1,<a refstr=LISSAUER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Natur.470...53L/abstract target=ref> Lissauer et al. 2011 </a>,,5680.00,100.00,-100.00,0,1.10,0.10,-0.10,0,0.95,0.10,-0.10,0,0.000,0.100,-0.100,0,[Fe/H],4.30,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,2014-05-16,2011-02,2014-05-16
Kepler-11 g,Kepler-11,1,1,6,Transit,2010,Kepler,Published Confirmed,0,<a refstr=LISSAUER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..131L/abstract target=ref> Lissauer et al. 2013 </a>,118.38070000,0.00100000,-0.00060000,0,0.466000,0.004000,-0.004000,0,3.330,0.060,-0.080,0,0.297,0.005,-0.007,0,25.00000,,,1,0.07900,,,1,Mass,0.150000,,,1,,,,,,,,,1,<a refstr=LISSAUER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770..131L/abstract target=ref> Lissauer et al. 2013 </a>,,5663.00,55.00,-66.00,0,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,,,,,,4.37,0.01,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m27.62s,297.1150949,+41d54m32.79s,41.9091092,646.3460000,6.3750000,-6.3750000,13.8170000,0.0920000,-0.0920000,12.1800000,0.0200000,-0.0200000,13.7062000,0.0002710,-0.0002710,2014-05-14,2013-06,2014-05-14
Kepler-113 b,Kepler-113,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,4.75400000,,,0,,,,,1.820,0.050,-0.050,0,0.162,0.004,-0.004,0,11.70000,4.20000,-4.20000,0,0.03700,0.01300,-0.01300,0,Mass,,,,,,,,,,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,4725.00,74.00,-74.00,0,0.69,0.02,-0.02,0,0.75,0.06,-0.06,0,0.050,0.070,-0.070,0,[Fe/H],4.64,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m59.49s,287.9978721,+50d56m39.06s,50.9441847,262.3510000,1.1170000,-1.1070000,13.6550000,0.1030000,-0.1030000,11.2550000,0.0230000,-0.0230000,13.4598000,0.0002150,-0.0002150,2014-05-14,2014-02,2014-05-14
Kepler-113 c,Kepler-113,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,8.92507000,,,0,,,,,2.180,0.060,-0.060,0,0.194,0.005,-0.005,0,8.70000,,,1,0.02737,,,1,Mass,,,,,,,,,,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,4725.00,74.00,-74.00,0,0.69,0.02,-0.02,0,0.75,0.06,-0.06,0,0.050,0.070,-0.070,0,[Fe/H],4.64,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h11m59.49s,287.9978721,+50d56m39.06s,50.9441847,262.3510000,1.1170000,-1.1070000,13.6550000,0.1030000,-0.1030000,11.2550000,0.0230000,-0.0230000,13.4598000,0.0002150,-0.0002150,2016-10-12,2014-02,2016-10-13
Kepler-114 b,Kepler-114,0,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,5.18900000,,,0,,,,,1.020,0.110,-0.110,0,0.091,0.010,-0.010,0,6.80000,4.30000,-3.60000,0,0.02100,0.01400,-0.01100,0,Mass,,,,,,,,,,,,,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,0.54,,,0,0.56,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m29.16s,294.1214820,+48d20m59.27s,48.3497977,259.5330000,1.3085000,-1.3085000,13.9610000,0.1030000,-0.1030000,11.3660000,0.0220000,-0.0220000,13.7125000,0.0002850,-0.0002850,2014-05-28,2014-05,2014-05-28
